isolate,rep,sample,mg
201350,2,WS,315.2
201350,2,WR,11.6
201350,2,DS,21.5
201350,2,DR,1.1
201350,2,IW,58341.8
201350,2,FW,58076.8
201350,3,WS,439.6
201350,3,WR,29.5
201350,3,DS,26.2
201350,3,DR,2.7
201350,3,IW,57543.8
201350,3,FW,57259.3
201838,1,WS,189.4
201838,1,WR,11.9
201838,1,DS,14.6
201838,1,DR,1.1
201838,1,IW,57221.2
201838,1,FW,56964.8
201838,2,WS,254.3
201838,2,WR,19.4
201838,2,DS,16.4
201838,2,DR,1.3
201838,2,IW,57621.3
201838,2,FW,57375.9
201838,3,WS,323.1
201838,3,WR,24.6
201838,3,DS,20.1
201838,3,DR,1.7
201838,3,IW,58150.3
201838,3,FW,57903.9
200607,1,WS,NA
200607,1,WR,NA
200607,1,DS,NA
200607,1,DR,NA
200607,1,IW,58580.3
200607,1,FW,NA
200607,2,WS,NA
200607,2,WR,NA
200607,2,DS,NA
200607,2,DR,NA
200607,2,IW,57940.9
200607,2,FW,NA
200607,3,WS,NA
200607,3,WR,NA
200607,3,DS,NA
200607,3,DR,NA
200607,3,IW,58476.4
200607,3,FW,NA
200669,1,WS,179.0
200669,1,WR,9.1
200669,1,DS,11.9
200669,1,DR,0.6
200669,1,IW,57741.4
200669,1,FW,57467.1
200669,2,WS,351.8
200669,2,WR,31.9
200669,2,DS,22.8
200669,2,DR,2.3
200669,2,IW,57877.8
200669,2,FW,57616.3
200669,3,WS,550.8
200669,3,WR,26.2
200669,3,DS,34.8
200669,3,DR,2.5
200669,3,IW,58864.9
200669,3,FW,58614.2
201812,1,WS,278.4
201812,1,WR,39.7
201812,1,DS,16.9
201812,1,DR,3.7
201812,1,IW,57930.3
201812,1,FW,57659.2
201812,2,WS,262.0
201812,2,WR,14.9
201812,2,DS,15.7
201812,2,DR,0.9
201812,2,IW,55123.5
201812,2,FW,54841.3
201812,3,WS,236.4
201812,3,WR,20.8
201812,3,DS,13.5
201812,3,DR,1.0
201812,3,IW,58243.5
201812,3,FW,58016.4
201302,1,WS,224.2
201302,1,WR,21.2
201302,1,DS,15.9
201302,1,DR,1.5
201302,1,IW,57180.1
201302,1,FW,56905.0
201302,2,WS,277.3
201302,2,WR,30.8
201302,2,DS,19.0
201302,2,DR,2.4
201302,2,IW,58610.4
201302,2,FW,58387.9
201302,3,WS,235.8
201302,3,WR,20.8
201302,3,DS,14.9
201302,3,DR,1.9
201302,3,IW,57469.3
201302,3,FW,57178.1
201877,1,WS,329.1
201877,1,WR,36.4
201877,1,DS,18.2
201877,1,DR,2.4
201877,1,IW,58077.4
201877,1,FW,57879.9
201877,2,WS,344.2
201877,2,WR,25.3
201877,2,DS,19.4
201877,2,DR,1.3
201877,2,IW,58273.1
201877,2,FW,58013.9
201877,3,WS,246.7
201877,3,WR,17.9
201877,3,DS,14.1
201877,3,DR,1.8
201877,3,IW,57176.5
201877,3,FW,56936.0
201826,1,WS,467.9
201826,1,WR,22.1
201826,1,DS,28.5
201826,1,DR,1.8
201826,1,IW,56620.7
201826,1,FW,56365.8
201826,2,WS,215.2
201826,2,WR,19.0
201826,2,DS,12.2
201826,2,DR,2.0
201826,2,IW,57295.6
201826,2,FW,57058.4
201826,3,WS,265.3
201826,3,WR,24.1
201826,3,DS,16.9
201826,3,DR,1.9
201826,3,IW,58041.2
201826,3,FW,57811.9
201853,1,WS,142.0
201853,1,WR,5.4
201853,1,DS,10.7
201853,1,DR,0.1
201853,1,IW,56898.9
201853,1,FW,56657.5
201853,2,WS,171.1
201853,2,WR,6.3
201853,2,DS,11.5
201853,2,DR,0.3
201853,2,IW,58596.0
201853,2,FW,58335.5
201853,3,WS,321.1
201853,3,WR,16.1
201853,3,DS,21.4
201853,3,DR,1.6
201853,3,IW,57881.6
201853,3,FW,57544.8
201019,1,WS,145.6
201019,1,WR,14.7
201019,1,DS,8.6
201019,1,DR,1.2
201019,1,IW,57970.1
201019,1,FW,57748.7
201019,2,WS,376.2
201019,2,WR,11.0
201019,2,DS,24.0
201019,2,DR,1.3
201019,2,IW,57992.9
201019,2,FW,57734.9
201019,3,WS,264.2
201019,3,WR,22.7
201019,3,DS,18.4
201019,3,DR,1.5
201019,3,IW,58313.2
201019,3,FW,58091.5
201916,1,WS,NA
201916,1,WR,NA
201916,1,DS,NA
201916,1,DR,NA
201916,1,IW,59139.2
201916,1,FW,NA
201916,2,WS,NA
201916,2,WR,NA
201916,2,DS,NA
201916,2,DR,NA
201916,2,IW,58308.7
201916,2,FW,NA
201916,3,WS,NA
201916,3,WR,NA
201916,3,DS,NA
201916,3,DR,NA
201916,3,IW,57505.7
201916,3,FW,NA
201263,1,WS,296.5
201263,1,WR,8.4
201263,1,DS,19.9
201263,1,DR,0.1
201263,1,IW,57967.1
201263,1,FW,57699.5
201263,2,WS,576.6
201263,2,WR,56.4
201263,2,DS,35.7
201263,2,DR,4.3
201263,2,IW,57351.2
201263,2,FW,57047.5
201263,3,WS,223.1
201263,3,WR,14.1
201263,3,DS,14.8
201263,3,DR,1.8
201263,3,IW,57479.5
201263,3,FW,57191.4
200470,1,WS,391.3
200470,1,WR,24.4
200470,1,DS,23.1
200470,1,DR,1.4
200470,1,IW,58370.6
200470,1,FW,58194.7
200470,2,WS,208.9
200470,2,WR,19.6
200470,2,DS,13.7
200470,2,DR,1.3
200470,2,IW,58216.5
200470,2,FW,57970.1
200470,3,WS,218.7
200470,3,WR,21.3
200470,3,DS,13.9
200470,3,DR,2.5
200470,3,IW,58006.8
200470,3,FW,57790.8
201290,1,WS,243.9
201290,1,WR,17.0
201290,1,DS,16.8
201290,1,DR,0.7
201290,1,IW,58045.4
201290,1,FW,57807.3
201290,2,WS,243.0
201290,2,WR,23.4
201290,2,DS,16.6
201290,2,DR,2.8
201290,2,IW,58061.6
201290,2,FW,57822.6
201290,3,WS,252.3
201290,3,WR,24.5
201290,3,DS,12.4
201290,3,DR,1.6
201290,3,IW,57688.4
201290,3,FW,57423.9
201453,1,WS,179.9
201453,1,WR,10.6
201453,1,DS,12.4
201453,1,DR,0.7
201453,1,IW,58747.3
201453,1,FW,58500.0
201453,2,WS,602.3
201453,2,WR,27.1
201453,2,DS,40.6
201453,2,DR,3.1
201453,2,IW,58522.8
201453,2,FW,58240.9
201453,3,WS,186.1
201453,3,WR,6.8
201453,3,DS,13.6
201453,3,DR,0.2
201453,3,IW,58642.3
201453,3,FW,58399.2
Control,1,WS,169.8
Control,1,WR,28.9
Control,1,DS,9.5
Control,1,DR,2.1
Control,1,IW,57817.7
Control,1,FW,57633.1
Control,2,WS,278.6
Control,2,WR,50.0
Control,2,DS,13.9
Control,2,DR,4.0
Control,2,IW,58729.7
Control,2,FW,58524.1
Control,3,WS,460.3
Control,3,WR,40.0
Control,3,DS,30.3
Control,3,DR,2.0
Control,3,IW,58188.0
Control,3,FW,57939.8
vial_mass,1,IW,57208.5
vial_mass,1,FW,56961.9
vial_mass,2,IW,57354.8
vial_mass,2,FW,57255.8
vial_mass,3,IW,57497.5
vial_mass,3,FW,57108.2
