isolate,rep,sample,mg
201058,1,WR,64.0
201058,1,DS,14.7
201058,1,DR,5.2
201058,1,IW,57613.9
201058,1,FW,57198.9
201058,2,WS,149.4
201058,2,WR,24.6
201058,2,DS,9.3
201058,2,DR,2.2
201058,2,IW,58099.7
201058,2,FW,57773.4
201058,3,WS,421.2
201058,3,WR,38.0
201058,3,DS,21.4
201058,3,DR,2.9
201058,3,IW,57645.6
201058,3,FW,57191.9
200302,1,WS,238.9
200302,1,WR,31.3
200302,1,DS,15.3
200302,1,DR,1.8
200302,1,IW,58465.3
200302,1,FW,58061.5
200302,2,WS,269.6
200302,2,WR,45.7
200302,2,DS,15.7
200302,2,DR,4.0
200302,2,IW,57742.5
200302,2,FW,57332.9
200302,3,WS,230.6
200302,3,WR,31.7
200302,3,DS,14.4
200302,3,DR,2.6
200302,3,IW,57361.9
200302,3,FW,56967.8
200735,1,WS,291.4
200735,1,WR,48.1
200735,1,DS,15.5
200735,1,DR,4.0
200735,1,IW,58038.0
200735,1,FW,57533.0
200735,2,WS,397.5
200735,2,WR,43.5
200735,2,DS,25.5
200735,2,DR,3.4
200735,2,IW,58091.9
200735,2,FW,57563.5
200735,3,WS,301.1
200735,3,WR,50.8
200735,3,DS,18.4
200735,3,DR,3.5
200735,3,IW,58153.2
200735,3,FW,57738.5
200514,1,WS,199.8
200514,1,WR,87.4
200514,1,DS,13.7
200514,1,DR,5.6
200514,1,IW,58023.8
200514,1,FW,57653.5
200514,2,WS,363.4
200514,2,WR,65.2
200514,2,DS,20.7
200514,2,DR,4.3
200514,2,IW,58315.5
200514,2,FW,57780.2
200514,3,WS,317.1
200514,3,WR,22.9
200514,3,DS,19.7
200514,3,DR,1.6
200514,3,IW,58276.7
200514,3,FW,57873.9
200593,1,WS,130.3
200593,1,WR,18.9
200593,1,DS,7.1
200593,1,DR,0.5
200593,1,IW,57274.6
200593,1,FW,56877.9
200593,2,WS,281.0
200593,2,WR,33.6
200593,2,DS,15.3
200593,2,DR,1.9
200593,2,IW,57278.1
200593,2,FW,56815.1
200593,3,WS,354.1
200593,3,WR,40.7
200593,3,DS,17.4
200593,3,DR,2.6
200593,3,IW,57202.7
200593,3,FW,56843.3
200440,1,WS,253.4
200440,1,WR,27.2
200440,1,DS,16.5
200440,1,DR,1.8
200440,1,IW,58162.1
200440,1,FW,57725.5
200440,2,WS,247.7
200440,2,WR,29.4
200440,2,DS,15.7
200440,2,DR,1.6
200440,2,IW,57982.5
200440,2,FW,57512.3
200440,3,WS,306.5
200440,3,WR,26.4
200440,3,DS,16.7
200440,3,DR,1.8
200440,3,IW,57681.3
200440,3,FW,57170.6
200327,1,WS,156.8
200327,1,WR,9.1
200327,1,DS,10.5
200327,1,DR,0.9
200327,1,IW,57115.3
200327,1,FW,56737.3
200327,2,WS,76.6
200327,2,WR,15.3
200327,2,DS,5.4
200327,2,DR,1.1
200327,2,IW,56950.5
200327,2,FW,56441.8
200327,3,WS,187.8
200327,3,WR,33.2
200327,3,DS,12.9
200327,3,DR,2.2
200327,3,IW,57041.3
200327,3,FW,56567.6
201947,1,WS,212.5
201947,1,WR,23.4
201947,1,DS,11.7
201947,1,DR,1.6
201947,1,IW,57943.0
201947,1,FW,57479.9
201947,2,WS,303.0
201947,2,WR,27.4
201947,2,DS,19.2
201947,2,DR,2.2
201947,2,IW,57745.7
201947,2,FW,57275.0
201947,3,WS,352.1
201947,3,WR,46.5
201947,3,DS,18.9
201947,3,DR,2.5
201947,3,IW,57491.4
201947,3,FW,57018.2
201443,1,WS,197.8
201443,1,WR,64.4
201443,1,DS,13.9
201443,1,DR,4.4
201443,1,IW,57174.0
201443,1,FW,56705.8
201443,2,WS,284.5
201443,2,WR,62.9
201443,2,DS,19.4
201443,2,DR,4.6
201443,2,IW,58072.9
201443,2,FW,57624.8
201443,3,WS,97.7
201443,3,WR,27.7
201443,3,DS,5.6
201443,3,DR,1.4
201443,3,IW,57891.9
201443,3,FW,57528.6
201024,1,WS,125.8
201024,1,WR,10.3
201024,1,DS,9.1
201024,1,DR,0.5
201024,1,IW,57017.8
201024,1,FW,56567.5
201024,2,WS,181.0
201024,2,WR,26.2
201024,2,DS,10.2
201024,2,DR,1.9
201024,2,IW,57383.8
201024,2,FW,56909.2
201024,3,WS,109.3
201024,3,WR,14.6
201024,3,DS,7.6
201024,3,DR,1.3
201024,3,IW,57706.6
201024,3,FW,57330.0
201919,1,WS,NA
201919,1,WR,NA
201919,1,DS,NA
201919,1,DR,NA
201919,1,IW,NA
201919,1,FW,NA
201919,2,WS,NA
201919,2,WR,NA
201919,2,DS,NA
201919,2,DR,NA
201919,2,IW,NA
201919,2,FW,NA
201919,3,WS,NA
201919,3,WR,NA
201919,3,DS,NA
201919,3,DR,NA
201919,3,IW,NA
201919,3,FW,NA
200267,1,WS,225.2
200267,1,WR,21.7
200267,1,DS,11.7
200267,1,DR,1.4
200267,1,IW,57744.1
200267,1,FW,57368.5
200267,2,WS,527.2
200267,2,WR,40.5
200267,2,DS,29.9
200267,2,DR,2.3
200267,2,IW,57586.9
200267,2,FW,57107.4
200267,3,WS,170.4
200267,3,WR,25.0
200267,3,DS,10.8
200267,3,DR,1.7
200267,3,IW,57728.2
200267,3,FW,57306.8
201997,1,WS,268.8
201997,1,WR,27.2
201997,1,DS,16.9
201997,1,DR,2.1
201997,1,IW,57837.5
201997,1,FW,57357.2
201997,2,WS,383.0
201997,2,WR,19.4
201997,2,DS,22.9
201997,2,DR,1.4
201997,2,IW,58060.6
201997,2,FW,57622.8
201997,3,WS,186.4
201997,3,WR,20.8
201997,3,DS,10.8
201997,3,DR,1.6
201997,3,IW,57757.8
201997,3,FW,57351.1
200315,1,WS,342.5
200315,1,WR,33.4
200315,1,DS,20.8
200315,1,DR,2.1
200315,1,IW,57881.0
200315,1,FW,57417.7
200315,2,WS,266.8
200315,2,WR,56.7
200315,2,DS,18.4
200315,2,DR,4.0
200315,2,IW,57783.4
200315,2,FW,57307.3
200315,3,WS,352.3
200315,3,WR,27.9
200315,3,DS,19.5
200315,3,DR,2.1
200315,3,IW,58256.0
200315,3,FW,57841.9
200994,1,WS,60.5
200994,1,WR,4.4
200994,1,DS,3.9
200994,1,DR,0.2
200994,1,IW,57640.6
200994,1,FW,57295.9
200994,2,WS,301.9
200994,2,WR,40.3
200994,2,DS,16.4
200994,2,DR,2.5
200994,2,IW,57731.4
200994,2,FW,57283.6
200994,3,WS,289.3
200994,3,WR,33.1
200994,3,DS,18.5
200994,3,DR,1.8
200994,3,IW,58009.5
200994,3,FW,57593.9
202001,1,WS,189.1
202001,1,WR,18.2
202001,1,DS,11.6
202001,1,DR,1.2
202001,1,IW,57594.6
202001,1,FW,57184.2
202001,2,WS,327.0
202001,2,WR,18.6
202001,2,DS,17.6
202001,2,DR,1.5
202001,2,IW,58038.8
202001,2,FW,57643.9
202001,3,WS,298.7
202001,3,WR,12.6
202001,3,DS,16.5
202001,3,DR,0.7
202001,3,IW,58300.2
202001,3,FW,57916.0
200508,1,WS,205.2
200508,1,WR,33.6
200508,1,DS,12.1
200508,1,DR,2.2
200508,1,IW,57972.7
200508,1,FW,57528.0
200508,2,WS,167.4
200508,2,WR,7.8
200508,2,DS,7.9
200508,2,DR,0.4
200508,2,IW,58541.5
200508,2,FW,58111.7
200508,3,WS,606.9
200508,3,WR,42.3
200508,3,DS,35.9
200508,3,DR,2.5
200508,3,IW,58860.4
200508,3,FW,58463.2
201075,1,WS,160.2
201075,1,WR,17.6
201075,1,DS,11.2
201075,1,DR,0.9
201075,1,IW,58353.4
201075,1,FW,57970.1
201075,2,WS,NA
201075,2,WR,NA
201075,2,DS,NA
201075,2,DR,NA
201075,2,IW,57505.5
201075,2,FW,56991.1
201075,3,WS,NA
201075,3,WR,NA
201075,3,DS,NA
201075,3,DR,NA
201075,3,IW,58314.8
201075,3,FW,57957.2
200717,1,WS,NA
200717,1,WR,NA
200717,1,DS,NA
200717,1,DR,NA
200717,1,IW,NA
200717,1,FW,NA
200717,2,WS,NA
200717,2,WR,NA
200717,2,DS,NA
200717,2,DR,NA
200717,2,IW,NA
200717,2,FW,NA
200717,3,WS,NA
200717,3,WR,NA
200717,3,DS,NA
200717,3,DR,NA
200717,3,IW,NA
200717,3,FW,NA
Control,1,WS,91.8
Control,1,WR,11.1
Control,1,DS,4.7
Control,1,DR,0.1
Control,1,IW,58060.5
Control,1,FW,57691.0
Control,2,WS,294.1
Control,2,WR,43.4
Control,2,DS,14.7
Control,2,DR,1.6
Control,2,IW,57542.4
Control,2,FW,57169.1
Control,3,WS,655.4
Control,3,WR,127.4
Control,3,DS,28.0
Control,3,DR,6.2
Control,3,IW,57868.4
Control,3,FW,57381.6
vial_mass,1,IW,59020.2
vial_mass,1,FW,57035.9
vial_mass,2,IW,55357.6
vial_mass,2,FW,55075.4
vial_mass,3,IW,57319.9
vial_mass,3,FW,58800.8
